question_code,text,option_1,option_2,option_3,option_4,N,Type,Order,Keywords
q20662,"Could you date someone who loved you with all their heart, and whom you liked a lot, but who was terrible in bed?",Yes,No,I'm Not Sure,,17101,O,"2, 3, 1",sex/intimacy; preference
q20672,Do you think the standard of western morality has declined in the last thirty years?,"Yes, I yearn for better values.","No, things are better now.",Can't compare. Values are relative. / Don't know,,5553,O,"2, 3, 1",politics; religion/superstition; opinion
q20725,Do you space out or daydream a lot?,All the time,Rarely / never,Sometimes,,43906,O,,descriptive
q20773,"Hypothetical: You are (romantically) interested in someone. After a few dates there is definitely chemistry. Since your last encounter, they've had a brief fling, but are still very interested in you. How do you feel?",I want nothing more to do with them...,"I'm unimpressed, but will give them a chance...",It really doesn't matter...,,12334,O,,preference
q20967,Could you ever date or associate with a person who was desperately unsure of themselves?,yes/probably,no/probably not,unsure/depends on the case,,6444,O,"2, 3, 1",preference
q20975,Were you ever addicted to an illicit substance?,"Yes, I am still using","Yes, but I quit",No,,6847,O,,descriptive
q20981,Genital piercings:,Make me hot,"Ouch, no thanks.",No opinion / Not sure,,29012,O,"2, 3, 1",preference
q21093,How willing would you be to sacrifice your life in order to save your country's Head of State (eg. Queen or President),I would do it without hesitation,It depends on the circumstances,I would never do it.,,6239,O,,politics; preference
q21122,"Would you have a 'Happy Button' installed on your body, connected to your brain, which would instantly make you very happy whenever you pressed it?",Yes,No,I'm not sure,,1986,O,"2, 3, 1",preference
q21135,"How do you feel about 'straight edge' kids (kids who have made a movement out of not smoking, drinking, doing drugs, etc..)?",I think it's cool/respectable,They annoy the piss out of me,They don't bother me,,13955,O,"2, 3, 1",opinion
q21175,"Are you an intellectual? In the context of this question, intellectual means someone who loves learning, often for its own sake.",Yes,No,I find learning boring,,31729,O,,descriptive; cognitive
q21200,Is it morally right for society to allow parents of children too young to make their own decisions to deny them the medical attention they require for survival for religious reasons?,"Yes, it is their child after all","No, absolutely not",I'm Not Sure,,8438,O,"2, 3, 1",politics; religion/superstition; opinion
q21249,"As a general rule, do you think glasses make a person look smarter?",Yes,No,Depends on the person,,13701,O,"2, 3, 1",opinion
q21523,"If you really needed some cash, would you lie to get it?",Yes,No,I'm Not Sure,,3987,O,"2, 3, 1",preference; descriptive
q21896,Do you enjoy flowers?,Yes,No,Flowers are a waste of time,,10938,O,,preference
q22206,"Would you radically alter your appearance (hair, clothes, body modifications) for your significant other?",Yes,No way!,"I'm not sure, it depends...",,9921,O,"2, 3, 1",descriptive
q22642,Would you ever start a relationship with someone who was still living with an ex for financial reasons? Assume they slept in separate beds.,Yes,No,I'm Not Sure,,5393,O,"2, 3, 1",preference
q22991,Is it important to you that your family approve of your relationships (both platonic and romantic)?,Yes,No,I'm Not Sure,,9913,O,"2, 3, 1",descriptive
q23233,Do you have time for a committed relationship in your life at this point?,"Yes, absolutely",Probably not,No,,23160,O,,descriptive
q23311,Do you have good posture?,Yes,No,"Sometimes, when the situation calls for it",,14042,O,"2, 3, 1",descriptive
q23401,"Could you date someone related to someone responsible for heinous acts? For example, if he or she was the sibling of a convicted serial killer or descendent of a Nazi war criminal?",Yes,No,I'm Not Sure,,3877,O,"2, 3, 1",preference
q23439,What is your opinion about softcore pornography magazines such as Playboy and Playgirl?,Shows the beauty of the human body,Degrading to the models,Doesn't matter to me,,11014,O,"2, 3, 1",opinion
q23504,"Many people who are homeless have jobs.  Assuming a person is not a substance abuser, do you think the law should punish their employers for not providing a living wage?",Yes,No,I'm Not Sure,,3674,O,"2, 3, 1",politics
q23507,"Could you date someone who never, ever, threw anything away?","Yes, junk is cool",No,I don't know,,24090,O,"2, 3, 1",preference
q23779,How often are you influenced by peer pressure?,Often,Rarely,Sometimes,,21228,O,,descriptive
q23811,Do you often find yourself wondering 'What the hell was I thinking when I did that?',"Yes, all the time.","Yes, sometimes.","No, never.",,15757,O,,descriptive
q23876,If someone has a nice profile but doesnt look that great in their pictures would you still message them?,Yes,No,I'm Not Sure,,4087,O,"2, 3, 1",preference
q24143,Your significant other has been offered a grant from the scientific community to raise an ape in the household and teach it to communicate with humans. What is your reaction?,I won't stand in the way. I won't be involved.,No way.,What a great opportunity!,,3042,O,"3, 1, 2",preference
q24251,Do you have a hard time feeling happy when people around you are sad or upset?,Yes,Sometimes,No,,9593,O,,descriptive
q24282,"Outside of work and school, how inclined are you to investigate something that interests you?",Very inclined,Somewhat inclined,Not inclined,,35888,O,,descriptive
q24333,Are you squeamish about sharing food or beverages with the person you're dating?,Yes,No,Only at first,,27513,O,"2, 3, 1",descriptive
q24496,"When a dog licks your face, what is your reaction?",Ugh. Nasty.,Awww..how cute!,I'm Not Sure / Don't care,,21415,O,"2, 3, 1",preference
q24648,Would you be turned off by the idea of dating someone who has never been kissed?,Yes,No,Don't know,,7404,O,"2, 3, 1",preference
q25040,Do you ever daydream of performing a heroic feat or be dramatically rescued for/by the person of your dreams?,Yes,No,I'm Not Sure,,10270,O,"2, 3, 1",descriptive
q25107,Do you mock religion?,"Yes, openly","Yes, to myself/with friends",No,,18698,O,,religion/superstition; descriptive
q25294,"Would you date someone who was currently in a relationship, knowing that you would 'be a secret?'","Sure, why not?",Depends on the person.,Absolutely NOT.,,25829,O,,preference
q25809,"Is it okay to search your child's room, to make sure they aren't doing anything you don't want them to do?",Yes.,Only with probable cause.,"No, their right to privacy is too important.",,13694,O,,descriptive
q26052,Would you date someone who was very into fantasy novels?,Yes,Maybe,"No, what a geek!",,25441,O,,preference
q26204,"Hypothetically, if you had an unwanted child on the way, what would you do?",Abort it,Give it up for Adoption,Keep it regardless,,11343,O,,politics; preference
q26245,"If mind-altering drugs were proven to be good for your body and still got you high, would you take them?",Yes,No,Maybe,,7755,O,"2, 3, 1",preference
q26469,Have you ever tasted your own sexual fluids?,Yes,"No, and I would never","No, but I would",,11836,O,"2, 3, 1",sex/intimacy; descriptive
q26525,Can overweight people still be sexy?,Always,Yes,No,,30095,O,,preference; opinion
q26569,Could you date someone that might have to leave at a moments notice for work and be gone for a long period of time?,Yes,No,I'm Not Sure / Depends,,3556,O,"2, 3, 1",descriptive
q26582,Would you ever eat something out of the trash?,Yes,Maybe (if it's still good),No,,26861,O,,descriptive
q26600,"Let's say you strongly want a certain attribute (e.g. non-smoker, good communicator/supporter, physically fit). Would you date someone who is changing (but needs time to fully change)?","Definitely, their effort counts a lot",Not sure / depends,No,,4980,O,,preference
q26742,Could you date someone androgynous (neither distinguishably masculine nor feminine)?,Yes,No,I'm Not Sure,,5523,O,"2, 3, 1",preference
q26841,How frequently do you go out of your way to make others feel appreciated?,Way more than average,About average,Less than average / Never,,32376,O,,descriptive
q27177,"When planning future activities with your significant other(s), do you generally like to take the lead?","Yes, most of the time",Share equally,"No, I'm not a planner. Help!",,16904,O,,descriptive
q27527,"Have you ever, when you are alone, secretly tried to move stuff with your mind?",Yes,No,YES!  And it Worked!,,19858,O,"2, 1, 3",religion/superstition; descriptive
q27598,What do you think about girls with shaved heads?,Cool!,Gross!,Doesn't make any difference to me...,,4809,O,"2, 3, 1",preference; opinion
q27672,Commitment to personal growth is:,For wimps.,Critically important.,Sort of important,,28053,O,"2, 3, 1",opinion
q27747,"Do you believe that art and literature courses are important to students, even if they are majoring in other fields?","Yes, absolutely.","I like them, but don't know if they're important.","No, why waste their time?",,23326,O,,politics; opinion
q27915,"Could you marry someone for a reason other than love (e.g. money, citizenship, sex, fame)?",Yes,No,Not sure / maybe,,14273,O,"2, 3, 1",preference; descriptive
q27921,Do you believe your country would be more or less safe if every adult owned a gun?,More safe,Less safe,Neither / unsure,,42307,O,"2, 3, 1",politics; opinion
q28206,Do you talk in your sleep?,Yes / Sometimes,No / Very Rarely,I'm Not Sure / Maybe,,10290,O,"2, 3, 1",descriptive
q28426,Is the following statement true? 'You can only truly love another if you love yourself.',Yes,No,I'm Not Sure,,3831,O,"2, 3, 1",sex/intimacy; opinion
q28478,"If a blind date used a coupon while paying for dinner, how would you feel?",Negative. That's tacky/cheap.,Positive. Very sensible.,I don't care either way.,,23847,O,"2, 3, 1",descriptive
q28537,Do you find glasses on the opposite sex attractive?,Yes,No,No Preference,,16692,O,"2, 3, 1",preference
q28685,Do you believe that humans are the most important animal species on earth?,Yes,No,I'm Not Sure / Maybe,,8519,O,"2, 3, 1",politics; religion/superstition; opinion
q28758,"You read a personal ad and it is misspelled, with poor grammar and uncertain capitalization. Do you allow that to affect your opinion of the person?",Yes,No,Maybe / Unsure,,11483,O,"2, 3, 1",descriptive
q28831,"On weekends / days off, do you like to get out and make the most of the day, or do you prefer to sleep late and relax?",Get up and do something,Sleep late and relax,It varies,,30215,O,"2, 3, 1",preference
q28918,Would you do a striptease for your mate?,Yes,No,Maybe / Unsure,,24385,O,"2, 3, 1",sex/intimacy
q29036,"If the love of your life was dying, and their last request was for you to never get involved in another relationship, would you remain single for them for the rest of your life?",Yes,No,Maybe / Not sure / only if I were really old,,7021,O,"2, 3, 1",descriptive
q30115,"Have you ever gotten, or would you ever get, a piercing below the belt?",I have.,I would.,I wouldn't.,,25520,O,,descriptive
q30271,Does silence make you uncomfortable?,Yes,No,Depends on the situation,,27785,O,"2, 3, 1",descriptive
q30392,Would you be comfortable marrying a bisexual person,Yes,No,I'm Not Sure,,14474,O,"2, 3, 1",sex/intimacy; preference; descriptive
q30455,"Should drugs be legalized, regulated, and taxed?",Yes,No,I'm Not Sure,,11642,O,"2, 3, 1",politics
q30512,Is it OK for a person in a serious relationship to use OkCupid to make new friends?,Yes,No,I'm Not Sure,,13357,O,"2, 3, 1",opinion
q30564,"When facing a complicated situation, can you easily put yourself in another person's shoes and consequently see things from his or her point of view?",Yes,No,Sometimes,,11282,O,"2, 3, 1",descriptive
q30607,Is it okay to answer your cell phone while out with a friend or on a date?,Of course. Why wouldn't it be?,"Friend, yes. Date, no.","No, that's just rude.",,28810,O,,opinion
q30622,Is it ok for men to be 'househusbands'?,Yes,No,I'm Not Sure,,6992,O,"2, 3, 1",politics; opinion
q31321,"Would you stay in a relationship if your significant other told you, 'I no longer feel that deep love I once felt for you, but I'm willing to stay together until I work through this'?",Yes,No,I'm Not Sure,,12285,O,"2, 3, 1",sex/intimacy; preference; descriptive
q31350,"Do you believe that women should be allowed to serve in the military in a front line capacity?  (i.e. infantry, etc.)",Yes,No,They shouldn't be in the military at all,,3679,O,,politics; opinion
q31488,"If you were dating somebody that you met online, would you be reluctant to tell your friends?","Yes, I would be reluctant.","No, not at all.","A little, but I would be honest with them.",,26788,O,"2, 3, 1",descriptive; preference
q31581,Your significant other's ex is coming into town and he/she wants to go out to dinner with them alone. How do you react?,"Sure, no problem.","Not thrilled, but go ahead.",No way.,,42407,O,,preference
q31877,"When men show extra courtesy toward women (opening doors, pulling out chairs, etc.), this is:",Admirable and desirable. Chivalry's not dead.,Unnecessary but appreciated.,"Sexist and insulting, women are perfectly capable.",,37183,O,,politics; opinion
q32067,"Would you date someone who is allergic to animal fur (e.g. cat, dog)?",Yes,No,I'm Not Sure,,4824,O,"2, 3, 1",preference
q32493,"If you could erase any pain from your past and substitute those moments with happiness, would you?","Yes, I'd rather not have those memories.","No, the pain is part of who I am.",I'm Not Sure.,,3458,O,"2, 3, 1",preference
q32508,Do you know CPR?,Yes,No,Only the basics/never finished the course.,,10314,O,"2, 3, 1",descriptive
q32657,Would you develop a new hobby/cultivate a new interest just to have something in common with your partner?,"Sure, it's good to do stuff together","No, we should maintain our own identities","Maybe, but only if it seemed cool",,26543,O,"2, 3, 1",preference; descriptive
q32660,Sleeping under the stars:,Yes!,No!,Maybe!,,7476,O,"2, 3, 1",preference
q33043,Which do you prefer?,Shower,Bath,It depends / Don't make me choose!,,18896,O,"2, 3, 1",preference
q33349,Would you sabotage contraceptives to have kids even though your mate doesn't want kids?,Yes,No,I'm Not Sure,,9320,O,"2, 3, 1",sex/intimacy; preference; descriptive
q34177,Do you like to be friends with someone before you start a romantic relationship with him/her?,Yes,No,It depends,,12465,O,"2, 3, 1",sex/intimacy; preference
q34255,How do you feel about women openly displaying tattoos?,I Like It,I Don't Mind,I Dislike It,,34567,O,,preference
q34333,"Which do you prefer in a significant other, generally speaking?",Dominance/Aggression,Submission/Shyness,"A little of both, depending on the situation",,28356,O,"2, 3, 1",preference
q34519,Does it matter to you if your mate curses in front of children?,Yes.  It makes a bad impression on children.,No.  Kids hear the same things in school.,I'm Not Sure,,7792,O,"2, 3, 1",preference
q34733,"If you had to choose, would you rather be confined to your fabulous mansion for the rest of your life, or wander the world aimlessly without ever finding a true home?",Never leave my home.,Travel the world.,I can't choose!,,2297,O,"2, 3, 1",preference
q34750,Do you have a vanity license plate?,Yes,"No, absolutely not","No, but I want one",,9391,O,"2, 3, 1",descriptive
q35137,Is it possible to agree to disagree on religious practices in a relationship?,Yes,No,I'm Not Sure,,6713,O,"2, 3, 1",religion/superstition; preference
q35203,Would you consider being in a relationship with someone who has had homosexual sex?,Yes,No,I'm Not Sure / Depends how serious it was,,33362,O,"2, 3, 1",sex/intimacy; preference
q35237,How much of your true self do you reveal to other people?,I'm an open book.,I'm about average.,I'm closed off to most people.,,7456,O,,descriptive
q35252,Do you mind getting really dirty working or playing outside?,No - I'm never clean!,No - I clean up well.,Yes - I hate dirt!,,17311,O,,preference
q35276,How much communication is ideal during sex?,A lot! It's all about the talk.,Just enough to get things right.,None. Shut up so I can concentrate.,,28451,O,,sex/intimacy
q35321,Would you try to create a child if you understood there to be a 1-in-4 chance it would be born with a major defect?,Yes.,No.,I'm not sure.,,6518,O,"2, 3, 1",politics; preference
q35347,When would you prefer to spend time with a significant other?,Day.,Night.,It makes no difference.,,20765,O,"2, 3, 1",preference
q35435,"Would you ever be willing to skip out on responsibilities (such as work, school, or such) to stay at home and have sex with someone?",Yes.  Sex always comes first.,Yes.  Occasionally.,No.  Never.,,18027,O,,sex/intimacy; preference; descriptive
q35457,What are your feelings when a friend shares news of something wonderful that has happened to them?,Only happiness for them.,"Happy for them, but somewhat envious.",I'd be happier if they had not told me.,,4220,O,,descriptive
q35555,"If you absolutely despised your significant other's parents, would you tell your significant other?",Yes.,No.,I'm Not Sure.,,4440,O,"2, 3, 1",descriptive
q35600,Do you read in the bathroom?,"Yes, usually.","No, never.",Sometimes.,,10962,O,"2, 3, 1",descriptive
q35611,"Upon leaving a store, you realize you were not charged for an expensive item.  Which would you do?",Go back and offer to pay.,"Nothing, it was their mistake.",Attempt to return the item for a full cash refund.,,8897,O,,descriptive
q35778,Would you allow a pet to sleep on your bed?,Yes.,No.,Maybe.,,35107,O,"2, 3, 1",preference; descriptive
q35856,Would you date someone who has no intention of contacting either one or both parents ever again?  (Assume that the parents in question are living.),Yes.,Only if there were good reasons for no contact.,No.,,6688,O,,preference
q36058,A friend has become homeless. Would you let them stay with you until they are back on their feet?,Yes,No,I'm Not Sure,,3825,O,"2, 3, 1",descriptive; preference
q36085,"Imagine that, through some misfortune, your significant other loses the ability to have sex again.  Do you stay with them?",Yes.,No.,Only if we're free to have sex with someone else.,,12082,O,"2, 3, 1",sex/intimacy; preference; descriptive
q36345,"If an otherwise perfect match gave you an ultimatum to become a vegetarian, what would you do?",Comply - Become a vegetarian.,Rebel - This would be a deal breaker.,Smile - I'm already a vegetarian.,,11743,O,"3, 1, 2",preference
q36622,Do you prefer to sleep with the lights on or off?,I like it completely dark.,I like a little light.,I like it to be bright.,,5494,O,,preference
q36642,Is supporting 'the troops' the same thing as supporting a war (or conflict)?,Yes.,No.,I'm not sure.,,7154,O,"2, 3, 1",politics; opinion
q36790,Let's say you are in line at a grocery store and have many items.  The person behind you just has only one or two.  Do you offer to let them go ahead of you?,Yes.  Always.,"Yes, unless I am otherwise in a hurry.",No.  Never.,,27742,O,,descriptive
q37044,Would you read a book recommended to you by a significant other?,Yes.,No.,"Maybe, depending on the book.",,12914,O,"2, 3, 1",preference; descriptive
q37154,"Suppose one day, your spouse comes home and announces that the two of you will be forever taken care of financially, but only so long as the details remain secret to you, else you will both face financial ruin. How much would this bother you?","A lot, I could not live like that.","A little, but my money and I would get over it.",Not at all.  Show me the money.,,7455,O,,preference; descriptive
q37371,"Imagine that scientists create a new drug.  When swallowed as a pill, it will completely and permanently eliminate feelings of guilt for prior events.  Testing reveals that there are no harmful medical side effects.  How should this pill be distributed?",Over the counter to anyone who wants it.,By doctor's prescription only.,It should not be distributed at all.,,9060,O,,politics
q37425,How familiar are you with the methods OkCupid uses to match people?,Very familiar.,Somewhat familiar.,Not familiar.,,8605,O,,descriptive
q37664,Does forbidden fruit taste better?,Yes.,No.,I'm Not Sure.,,1752,O,"2, 3, 1",preference; opinion
q37676,Are you in favor of age restrictions on drinking alcohol?,"Yes, on purchase only.","Yes, on purchase and consumption.",No.,,3410,O,,politics
q37677,Have you ever participated in a high school or college marching band?,Yes.,No.,Both.,,9440,O,"3, 1, 2",descriptive
q37746,Do you enjoy visiting amusement parks?,Yes.,No.,I'm not sure.,,16045,O,"2, 3, 1",descriptive; preference
q37748,"Even if it isn't your personal style, would you dress accordingly to a partner's wishes, just to make them happy during an outing?","Yes, without question.","Yes, within reason.",No.,,6616,O,,preference
q37749,"If you are dating someone consistently, but you have not yet decided as a couple to have an exclusive relationship, would you change your OkCupid status to 'Seeing Someone'?",Yes.,No.,I'm not sure.,,2863,O,"2, 3, 1",descriptive; preference
q37936,Do you consider a person's social class when you interact with them?,Yes.,No.,I'm not sure.,,3699,O,"2, 3, 1",descriptive
q37999,Imagine that you are in an uncommitted relationship with someone you have grown to deeply care about.  They begin to date someone else who seems to make them happier than you do.  Which would you do?,Bow out.,Try harder to win their love.,Continue as before.,,5228,O,,preference
q38051,How often do you gamble?,Often.,Rarely.,Never.,,27266,O,,descriptive
q38072,Would it bother you if a date made gender-biased remarks?,Yes.,No.,Only if they were inaccurate.,,8311,O,"2, 3, 1",politics; preference
q38173,Do you enjoy watching educational programming on television?,"Yes, often.","Yes, on occasion.","No, never.",,25991,O,,descriptive
q38196,"Regardless of where you grew up or now live, which of the following best describes the way you see yourself at heart?",I am an urban or city person.,I am a suburbanite.,I am small town or country person.,,26385,O,,descriptive
q38202,'The best days of my life' are:,In my future.,In my past.,Right now.,,11921,O,"2, 3, 1",descriptive
q38214,"Do you 'evaluate' the people you see out in public for suitability as potential partners, based on their attractiveness?",Yes.  I am very perceptive in this way.,No.  Never.,I only 'look' when I am available.,,1758,O,"2, 3, 1",descriptive
q38249,How well do you sleep when you're in unfamiliar surroundings?,Better than usual.,The same as usual.,Worse than usual.,,12218,O,,descriptive
q38263,Would you consider digging up the grave of a loved one to recover a priceless item that was accidentally buried with them?,"Yes, I wouldn't hesitate, even if it were illegal.","Yes, but only if it could be done legally.","No, absolutely not.",,4971,O,,preference; descriptive
q38264,Might you be annoyed if someone asked you to repeat yourself?,Yes.,No.,It depends...,,4035,O,"2, 3, 1",descriptive
q38435,Do you read fan fiction?,Yes.,No.,I don't know.,,8599,O,"2, 3, 1",descriptive
q38508,"Imagine that after becoming romantically involved with someone, they reveal that they formerly earned a living as a prostitute.  How would you react to this new information?",Positively.,Negatively.,Indifferently.,,9753,O,"2, 3, 1",politics; sex/intimacy; preference
q38518,Do you enjoy using refrigerated items or ice cubes on your partner during sex?,Yes.,No.,I don't know.,,5216,O,"2, 3, 1",sex/intimacy
q38534,Are you familiar with the concept of 'sexuality continuum'?,Yes - I basically agree with it.,Yes - I basically disagree with it.,No - I am not familiar with this idea.,,3016,O,"2, 3, 1",politics; sex/intimacy; religion/superstition; opinion
q39147,Would you support assisted suicide/right-to-die legislation?,Yes.,No.,I don't know.,,10500,O,"2, 3, 1",politics; religion/superstition
q39210,Do you believe you've lived past lives?,"Yes, I am confident I have.","No, I do not believe this is possible.","Maybe, but there is no way to really know.",,24152,O,"2, 3, 1",religion/superstition
q39576,How important is it for you to give expensive gifts on a regular basis when in a relationship?,Very important.,Somewhat important.,Not at all important.,,24735,O,,preference
q39639,"Let's say a close friend told you something in confidence, but you subsequently stopped being friends with them. Do you feel free to share their secret with others?",Yes.,No.,Only if they had betrayed me.,,10215,O,"2, 3, 1",opinion
q40194,How important is it that your partner be willing and able to participate in meaningful philosophical conversations?,Extremely important.,Somewhat important.,Not at all important.,,39481,O,,preference
q40279,Imagine you overhear the sounds of domestic physical violence coming from someone else's house or apartment.  How would you respond?,Call the police immediately.,Visit the neighbors and attempt to help.,Do nothing - Try to ignore it.,,6579,O,"2, 3, 1",politics; preference; descriptive
q40288,How trusting are you where it concerns your government?,Completely.,Somewhat.,Not at all.,,27329,O,,politics; descriptive
q40319,Could you easily obtain illegal drugs through your social network?,Yes.,No.,Only marijuana.,,22206,O,"2, 3, 1",descriptive
q40441,"If you were to die, would whoever goes through your personal belongings be shocked by what they find?",Yes.,No.,Maybe a little bit.,,41572,O,"2, 3, 1",descriptive
q40463,Should children be raised to speak more than one language?,Yes.,No.,It depends on other factors.,,4900,O,"2, 3, 1",opinion
q41393,"In a potential mate, is ditzyness a turn-on or a turn-off?",Turn-on. I find scatterbrained people cute.,Turn-off. I find easily-confused types annoying.,I'm neutral / it depends on their other traits.,,32249,O,"2, 3, 1",preference
q41554,Would you consider attending a clothing-optional costume party where the dress code permits guests to wear nothing more than body paint?,"Yes, and I'd be wearing little more than paint.","Yes, but I'd wear a more traditional costume.",No.,,12877,O,,preference
q41564,"To your knowledge, do people have an unusual or humorous nickname for you?","Yes, and I like it.","Yes, but I don't like it.",No.,,8907,O,"(1, 2), 3",descriptive
q41574,Have you ever tried Silent Dating?,"Yes, and it was fun!","Yes, but I didn't like it.",No.,,6494,O,"(1, 2), 3",descriptive
q41696,"If you had a dream in which you were having sex with a close friend, would you tell them about it?",Yes.,No.,It depends upon which friend.,,22113,O,"2, 3, 1",sex/intimacy
q41766,"Compared to others, how skilled are you at reading people's nonverbal signals, unspoken emotions, and body language?  Consider how often you notice these signals and how accurate your interpretations are.",Above average.,Average.,Below average.,,2532,O,,descriptive
q41850,How important is it for you to make physical contact when showing affection for someone?,Very important.,Somewhat important.,Not important.,,41417,O,,preference
q42062,Do you consider government taxes (such as income tax) a form of theft?,Yes,No,I'm Not Sure,,5829,O,"2, 3, 1",politics
q42241,Have you ever given or recommended a book to a friend because you were eager to have someone to discuss it with?,"Yes, many times.","Yes, once or twice.","No, never.",,1930,O,,descriptive
q42272,"When you were a child, did you have an 'imaginary friend'?",Yes.,No.,I'm not sure.,,9942,O,"2, 3, 1",descriptive
q42329,"If you were offered the opportunity to eat human meat prepared any way you like, would you at least try it?",Yes,No,Only as a last resort for survival,,14804,O,"2, 3, 1",descriptive
q42611,"Imagine you are in a serious long-term relationship and have decided it is best to break it off.  Just before you can tell your partner, he or she gives you the following news: 'I have been diagnosed with cancer and probably only have one year to live.'",I'd still break it off as planned.,I'd stay with my partner and never mention it.,"I'd reconsider, but eventually discuss it.",,7704,O,"2, 3, 1",preference; descriptive
q42613,"How comfortable would you be in a relationship with someone who owns and trains with deadly weapons?  Assume that this is not part of their occupation, but that no laws are being broken.",This would make me feel safer.,This would make me uncomfortable.,This would make no difference to me.,,8547,O,"2, 3, 1",preference; descriptive
q43237,Would you consider dating someone who works primarily in a formal position as part of an organized spiritual faith?,Yes.,No.,Only if the faith is consistent with my beliefs.,,4908,O,"2, 3, 1",religion/superstition; preference
q43304,Do you get angry when you lose a game?,Usually,Sometimes,Never,,27438,O,,descriptive
q43727,"If your own toothbrush was not available, would you feel comfortable using a partner's toothbrush?",Yes.,No.,It depends on which partner.,,8008,O,"2, 3, 1",descriptive; preference
q44081,Do you think most people are too politically correct or too politically incorrect?,Most people are too politically correct.,Most people are too politically incorrect.,Most people are fine the way they are.,,2043,O,"2, 3, 1",politics; opinion
q44949,Should the recipient give back an engagement ring if the engagement is broken off?,Yes.,No.,Only if the recipient initiates the break up.,,9159,O,"2, 3, 1",opinion
q45238,Have ever performed CPR on a real person?,Yes.,"No, but I've been trained to.","No, and I don't know how to.",,11660,O,,descriptive
