question_code,text,option_1,option_2,option_3,option_4,N,Type,Order,Keywords
q45598,Do you enjoy provoking people just to get a response.,Often.,Sometimes.,Never.,,26726,O,,descriptive
q45613,Does the idea of actively participating in the reenactment of historical events interest you?,Yes.,No.,I'm not sure.,,15201,O,"2, 3, 1",preference
q45665,How does finding out someone has served in their country's military affect your respect for them?,It increases my respect for them.,It decreases my respect for them.,It does not affect my respect for them.,,8542,O,"2, 3, 1",politics; opinion; preference
q45717,"If your partner were to provide you with a meal, which would you appreciate more?",My partner cooking my favourite meal.,My partner taking me to my favorite restaurant.,Neither - I would appreciate both equally.,,11551,O,"2, 3, 1",preference
q45758,Do you believe that religious-minded people are generally more moral?,Yes,No,Don't know / no opinion,,10295,O,"2, 3, 1",religion/superstition
q46536,How important is it to be able to 'agree to disagree'?,Very important.,Somewhat important.,Not important.,,16461,O,,opinion
q46563,Assume you have a homosexual friend who is the same gender as you.  Would it bother you if they hugged you?,Yes.,No.,Only if I thought the hug was more than friendly.,,33991,O,"2, 3, 1",preference; descriptive
q46911,Have you ever heard a recording of your own voice?,"Yes, I liked the sound of it.","Yes, but I did not like the sound of it.",No.,,10023,O,,preference; descriptive
q46927,Would you consider dating someone who has vocalized a strong negative bias toward a certain race of people?,Yes.,No.,It depends on which race.,,40350,O,"2, 3, 1",preference
q47495,Do you believe you can 'learn' to love someone?,Yes.,No.,I'm not sure.,,2587,O,"2, 3, 1",opinion
q47649,"If you were walking outside, would you try to avoid stepping on any insects that cross your path?",Yes.,No.,"Actually, I step on as many as possible.",,2284,O,,descriptive
q47680,Do you believe that intelligence is a basis upon which we should decide how to treat other living creatures?,"Yes, our society should be an IQ-based hierarchy.","Yes, but for animals only, all humans are equal.",No.,,4526,O,,politics; opinion; cognitive
q47752,"If you found a valuable item that you knew was lost by someone you dislike, would you return it to them?",Yes.,"No, I'd take it for myself.","No, but I wouldn't take it for myself.",,2308,O,,preference; descriptive
q48313,Do you think it is wrong to access the Internet through another's wirless access point without permission?,Yes.,No.,It is only wrong if it requires hacking.,,4677,O,"2, 3, 1",opinion
q48325,How important are academic achievements to you?,Very important.,Somewhat important.,Not important.,,28673,O,,preference; descriptive
q48371,Imagine you discover that a close friend of yours is having an affair with a married person.  Would this affect your friendship?,No.,Yes.,"Yes.  In fact, I could no longer be their friend.",,5082,O,"(3, 2), 1",preference
q48508,"If you were buying a house or apartment to live in, how important would quiet be to you?",Very important.,Somewhat important.,Not important.,,11953,O,,descriptive
q48753,Do you like to cuddle?,Yes.,No.,Sometimes - It depends.,,47789,O,"2, 3, 1",preference
q49267,Do you believe that illegal residents should be deported from your country?,"Yes, all of them",Some of them,"No, none of them",,12425,O,,politics
q49422,Do you think people who believe in some type of existence after death are more ethical than those who do not?,Yes.,"No, I think the opposite is true.","No, I don't think this makes any difference.",,6518,O,"2, 3, 1",religion/superstition
q49461,"Other than when going to bed for the night, how often do you fall asleep while watching TV?",Frequently.,Occasionally.,Never.,,17709,O,,descriptive
q49468,"In terms of height, how do you compare to others of your sex?",I am taller.,I am shorter.,I am about average.,,15024,O,"2, 3, 1",descriptive
q49547,"Would receiving a massage from someone, whom you find very attractive, arouse you sexually?",Yes.,No.,I'm not sure.,,12665,O,"2, 3, 1",sex/intimacy; preference
q49803,How often do you watch automobile racing?,Frequently.,Occasionally.,Never.,,21803,O,,descriptive
q50178,Do you enjoy it when someone uses refrigerated items or ice cubes on you during sex?,Yes.,No.,I don't know.,,21602,O,"2, 3, 1",sex/intimacy
q50923,"At the movies, do you stay for the credits?",Always.,Sometimes.,Never.,,19158,O,,descriptive
q50953,"If someone murdered a close friend of yours, would you hope for the death penalty?",Yes.,No.,I'm not sure.,,11197,O,"2, 3, 1",politics; descriptive; preference
q50991,Do you feel that a major reduction of the human population is necessary for the long-term survival of the Earth?,Yes.,No.,I'm not sure.,,2239,O,"2, 3, 1",politics; opinion
q51197,"When eating, do you generally eat the things you like most first or save them for last?",I eat the things I like most first.,I eat the things I like most last.,I don't usually eat in a particular order.,,10436,O,"2, 3, 1",descriptive
q51296,Do you feel a need to own the most up-to-date electronic gadgets?,Always.,Sometimes.,Never.,,19822,O,,preference
q51354,Do you borrow books from public libraries?,Regularly.,Occasionally.,Never.,,17444,O,,descriptive
q51373,"Imagine that your partner enjoys smelling various parts of your body, especially after you had a long day or just exercised.  Would you want them to do so?",Yes.,No.,Only after I have taken steps to be clean.,,6967,O,"2, 3, 1",preference
q51615,How often do you tell your platonic friends that you love them?,Almost every time I see them.,Occasionally.,Never.,,18253,O,,descriptive
q51774,What is your position on hunting?,I approve of hunting for food and sport.,I approve of hunting for food only.,I do not approve of hunting at all.,,15726,O,,opinion
q51800,"Should people be allowed to sell their body parts, organs, and tissues for profit?",Yes.,No.,I'm not sure.,,1975,O,"2, 3, 1",politics; opinion
q51871,"If you found out that someone you were interested in has several other people interested in them too, how would this affect your behavior?",I'd work harder to attract them.,I'd be less likely to try with them.,It would not affect my behavior.,,2970,O,"2, 3, 1",descriptive
q51886,Do you think that a fourteen year old who commits a violent crime should be tried and punished as an adult?,Yes.,No.,I'm not sure.,,5495,O,"2, 3, 1",politics
q51998,"Overall, do you think feminism has had a positive or negative impact on human civilization?",Positive.,Negative.,Neither.,,9194,O,"2, 3, 1",politics; opinion
q52144,"If you knew with certainty that you could go to a wonderful afterlife and everything would be fantastic, would you kill yourself?",Yes.,No.,I'm not sure.,,3350,O,"2, 3, 1",religion/superstition
q52884,Do you think that people who go to jail for serious crimes deserve a second chance out in the real world?,Yes.,No.,It depends on the crime.,,5222,O,"2, 3, 1",politics
q53155,Do you enjoy gardening?,Yes.,No.,I'm not sure.,,11823,O,"2, 3, 1",descriptive
q53184,"Do you think it is a good idea to use subdermal implants, which provide indentifying information, inside children's bodies?",Yes.,No.,I'm not sure.,,3219,O,"2, 3, 1",politics; opinion
q53260,"If you were going to be marooned on a deserted tropical island, how big would you want the island to be?",Small (to know the entire island intimately),Medium (vast but familiar),Large (too big to explore all of it),,14947,O,,preference
q53540,"Regardless of your actual age, do you consider yourself to be an adult?",Yes.,No.,Only some of the time.,,35857,O,"2, 3, 1",descriptive
q53611,How often do you meditate?,Frequently.,Rarely.,Never.,,40623,O,,descriptive
q53814,Do you check to be certain all of the entry doors at your residence are locked before going to sleep?,Always.,Never.,Sometimes.,,4079,O,"2, 3, 1",descriptive
q53832,"If after years of being with a partner, you found out that they could not have children and would not be willing to adopt, would you want to stay with them?",Yes.,No.,I'm not sure.,,14133,O,"2, 3, 1",descriptive; preference
q53858,Do you care whether or not humanity survives beyond your own lifetime?,Yes.  I hope it does.,Yes.  I hope it does not.,No.,,15719,O,"2, 3, 1",preference; descriptive
q53889,Do you believe that scientific investigation is the only effective method to gain meaningful knowledge about the universe?,Yes.,No.,I'm not sure.,,6855,O,"2, 3, 1",religion/superstition; opinion; cognitive
q53903,How often do you make up and sing ditties?,Regularly.,Sometimes.,Never.,,12099,O,,descriptive
q53981,"On average, do you think people of the world are too sexually repressed, not repressed enough, or just about right?",People are too sexually repressed.,People are too promiscuous.,People are just about right.,,9177,O,"2, 3, 1",sex/intimacy; opinion
q54020,Would you want to be there to take care of an ill partner?,Yes.,No.,It depends on the illness.,,3224,O,"2, 3, 1",descriptive
q54052,"In general, how content are you with your own appearance?",Very content.,Somewhat content.,Not very content.,,25559,O,,descriptive
q54089,"After meeting somebody new, is it acceptable to search the internet to find information about them?","Yes, this would be completely normal.","No, this would be inappropriate.",It depends...,,2983,O,"2, 3, 1",opinion
q54390,Would you find it a turn on or a turn off if the person you are dating could sing very well?,A turn on.,A turn off.,It would not affect me either way.,,3904,O,"2, 3, 1",preference
q54695,How clear to you are your goals in life?,Very clear.,Somewhat clear.,Not at all clear.,,25418,O,,descriptive
q55169,Do you think boys should be circumcised?,Yes.,No.,I'm not sure.,,10516,O,"2, 3, 1",politics; religion/superstition; opinion
q55483,"In some locations, TV networks use warning systems to flag sexual, violent and profain content in programs so parents can better protect children.  Do you think similar warnings should exist for religious content?",Yes.,No.,There should be no TV parental guidelines at all.,,4493,O,,politics; religion/superstition; opinion
q55744,"If you were going to have a child, would you want the other parent to be of the same ethnicity as you?",Yes.,No.,This would not be an important factor to me.,,40629,O,"2, 3, 1",descriptive; preference
q55814,"Imagine that a friend sets you up on a blind date that sounds like a perfect match, except for one problem: the date neither speaks nor understands any languages that you do. This is:",A deal breaker. The date gets called off.,"A pretty big issue, but I'd still go on the date.",Awesome!,,4591,O,,preference
q55953,What would you think of a romantic prospect who uses childish language when being affectionate?,I'd like it.,I wouldn't like it.,It would depend upon the situation.,,5641,O,"2, 3, 1",preference
q56145,How do you generally feel about people who tend to hug others whom they've just met?,More positive than negative.,More negative than positive.,Indifferent.,,22190,O,"2, 3, 1",opinion
q56459,Imagine your partner enjoys getting naked in public places where nudity is not socially acceptable.  This would be:,A turn-on.,A turn-off.,Irrelevant.,,4075,O,"2, 3, 1",preference; opinion
q56606,How interested would you be in knowing the details of a partner's sexual history?,Very interested.,Somewhat interested.,Not interested.,,29116,O,,sex/intimacy; descriptive
q56607,"If you previously had a sexually transmitted disease of which you have been completely cured and can no longer pass on, would you disclose this information to partners before having sex with them?",Yes.,No.,I'm not sure.,,9644,O,"2, 3, 1",sex/intimacy
q56698,"Do you enjoy any of the following cards games: Cribbage, Canasta, Gin, Euchre, Hearts, Spades, Pinochle?",Yes.,No.,I'm not sure.,,13853,O,"2, 3, 1",descriptive
q57711,Would you marry a friend just to help them stay in your country?,Yes.,No.,I'm not sure.,,2553,O,"2, 3, 1",descriptive
q57847,Do you kiss with your eyes open or closed?,Open.,Closed.,It depends.,,16356,O,,descriptive
q58004,Have you played Padiddle in the car with friends?,"Yes, I have.","No, I have not.",I do not know - What is Padiddle?,,8022,O,"2, 3, 1",descriptive
q58162,Would you consider having sex in a graveyard?,"Yes, anything goes.","Yes, but only with the living.",No.,,16786,O,,sex/intimacy
q58823,Should people of a particular race be allowed to adopt children of another race?,Yes.,No.,I'm not sure.,,4172,O,"2, 3, 1",opinion
q59013,Would you be willing to spend the rest of your life in prison to save the person you care most for (yourself not included) from an extremely painful and premature death?,Yes.,No.,I'm not sure.,,2015,O,"2, 3, 1",descriptive
q59487,"Imagine you hit it off online and arrange to meet someone several days in advance.  At the last minute, they cancel, explaining that they are simply too tired.  Would you consider rescheduling?","Yes, I'd try to arrange it.","Yes, but only if they asked me.",No.,,7938,O,,preference; descriptive
q59898,How important is it to you that other people dress in a manner consistent with their age?,Very important.,Somewhat important.,Not important.,,2934,O,,opinion
q60141,Do you ever pick food off of other people's plates?,"Yes, without asking.","Yes, but only after asking.",No.,,4613,O,,descriptive
q60394,"After a breakup, should a couple try to continue their friendship?",Yes.,No.,It depends upon the situation.,,8761,O,"2, 3, 1",opinion
q60756,"If your partner wanted you to say a specific phrase during sex, would you?","Yes, I'd say anything they want me to.","No, I wouldn't.","Maybe, it would depend upon the phrase.",,30021,O,"2, 3, 1",sex/intimacy
q60843,"If you were to get married, would you want your partner to change his or her last name to yours?",Yes.,No.,I would want them to make their own decision.,,36563,O,"2, 3, 1",descriptive; preference
q61188,Do you think it is acceptable to raise children in a nudist household?,Yes.,No.,I'm not sure.,,5161,O,"2, 3, 1",opinion
q61487,"If political candidates supported marijuana legalization, how would that affect your disposition toward voting for them?",I would be more likely to vote for them.,I would be less likely to vote for them.,This would not influence my vote.,,10771,O,"2, 3, 1",politics
q61666,"In a relationship, how important is it for you to be in control?",Very important.,Somewhat important.,Not at all important.,,12829,O,,descriptive
q61705,"Would you ever consider ending a relationship because a parent, family member, or close friend didn't approve of your partner in terms of attractiveness, race, nationality, gender, age, or other factors beyond their control?",Yes.,No.,Maybe.,,3583,O,"2, 3, 1",descriptive
q61823,"As long as you both agreed that nobody else would ever see the video, would you let a partner film the two of you having sex?",Yes.,No.,"Maybe, depending upon the partner.",,20103,O,"2, 3, 1",sex/intimacy
q61903,"Would you be concerned if your partner still masturbated, even though you were sexually active together?",Yes,No,Maybe / I don't know,,21966,O,"2, 3, 1",sex/intimacy
q61958,"Imagine you become involved in a relationship with a someone who has a specific sexual fetish, without which they cannot be satisfied.  If the fetish is harmless, but does nothing for you, how enthusiastic would you be about it?",Very enthusiastic.,Somewhat enthusiastic.,Not at all enthusiastic.,,12376,O,,sex/intimacy
q62140,Does it bother you when people are late?,"Yes, always.","No, never.","Sometimes, it depends upon the circumstances.",,25559,O,"2, 3, 1",descriptive; preference
q62173,Would you be willing to go shopping for sex toys?,Yes.,No.,Online only.,,12104,O,"2, 3, 1",sex/intimacy
q63010,Do you have names planned out for future children?,Yes.,No.,"No, and I'm not planning on any future children.",,30625,O,,descriptive
q63062,Do you make an effort to appear intimidating to others?,"Yes, always.","No, never.",Sometimes.,,3302,O,"2, 3, 1",descriptive
q64307,When would you prefer to settle a disagreement?,Now.,Later.,Never.,,17766,O,,preference
q64664,Do you think it is okay to open old graves to get more knowledge of ancient cultures and their history?,Yes.,No.,I don't really care.,,1148,O,"2, 3, 1",opinion
q66506,How important to you is a potential match's sense of humor?,Very important.,Somewhat important.,Not important.,,41629,O,,preference
q67172,How important is it that incoming messages on OkCupid come from people who have a high match percentage with you?,Very important.,Somewhat important.,Not at all important.,,5462,O,,descriptive; preference
q67418,What is your opinion of couples who frequently say 'I love you' to one another?,It's sweet.,It's annoying.,I'm indifferent to this.,,24021,O,"2, 3, 1",opinion
q67658,How would you react if someone IM'd you and quickly started talking about sex?,Positively.,Negatively.,Indifferently.,,20479,O,"2, 3, 1",sex/intimacy; descriptive
q67754,"If a police officer is found guilty of a crime, do you believe the punishment should be more or less severe than for the average citizen?",More severe.,Less severe.,Equally severe.,,8690,O,"2, 3, 1",politics; opinion
q68089,Would you like to go birdwatching with your partner?,Yes.,No.,I'm not sure.,,13986,O,"2, 3, 1",preference
q68746,"If someone identifies as a feminist, does that raise or lower your opinion of them?",It raises my opinion.,It lowers my opinion.,It has no effect on my opinion.,,12528,O,"2, 3, 1",politics
q69225,How important would it be for you to have a work schedule that is similar to your partner's work schedule?,Very important.,Somewhat important.,Not at all important.,,4817,O,,descriptive
q70183,"Would you enjoy gambling with a group of friends in a game where the stakes are the clothes you have on?  Just to be clear, losing means taking your clothes off in front of your friends.",Yes.,No.,I don't know.,,2370,O,"2, 3, 1",sex/intimacy; descriptive
q70218,"You are interested in someone, and you discover that they were a nerd in high school.  How does this affect your opinion of them?",Favorably.,Unfavorably.,It makes no difference.,,25059,O,"2, 3, 1",preference
q71660,"If someone described themselves as 'just an average guy/gal', how would this most likely affect your opinion of them?",Positively.,Negatively.,It would depend on other factors.,,19987,O,"2, 3, 1",descriptive
q76253,"If you were in a BDSM relationship, would you prefer to be...",The Master,The slave,The Switch (Can play either role),,388,O,"2, 3, 1",sex/intimacy; descriptive; BDSM
q78913,"Beauty is power.  Power corrupts people.  Therefore, beautiful people are corrupt.",I completely agree.,I agree to some extent.,I completely disagree.,,1874,O,,opinion
q79662,"Hypothetically, would you love and support your significant other's children the same way you would love and support your own?",Yes.,No.,It would depend on the circumstances.,,4092,O,"2, 3, 1",descriptive
q79920,Imagine you're low on money and behind on the rent.  An unattractive person offers to help you financially in exchange for sex.  Would you?,"Yes.  In fact, I'd even do it if I wasn't behind.","Yes, but only if there is no other way.","No, I'd rather be homeless.",,6865,O,,sex/intimacy; descriptive
q80404,A first date has gone relatively well so far.  You discover that your date has absolutely no awareness of any significant current affairs from the last month. How might this make you feel?,Disappointed.,Indifferent.,Pleased.,,3877,O,,politics; opinion; preference
q80534,"You go to watch a movie at the cinema with a date. About half way through he/she becomes obviously bored with it, but you are really enjoying it and want to see the ending. What do you do?",Continue watching the movie.,Ask the date if they'd like to leave.,Insist on leaving.,,3392,O,,descriptive
q80621,How often do you smoke cigars?,Frequently.,Occasionally.,Never.,,23238,O,,descriptive
q80928,Have you ever seriously questioned your sexuality and whether it was different from what you first assumed?,"Yes, and it changed.","Yes, but it did not change.",No.,,22719,O,,sex/intimacy; descriptive
q80986,"Would you be interested in playing a board game or card game with a partner with the condition that whatever the winner says, in terms of sex, the loser does?",Yes.,No.,"Maybe, with certain limitations.",,13277,O,"2, 3, 1",sex/intimacy
q81014,"If your partner shared their darkest secret with you and you eventually break up, would you tell other people this secret?",Yes.,No.,It would depend upon the nature of the break up.,,6281,O,"2, 3, 1",descriptive
q81176,Is text messaging an acceptable way to ask someone out on a date?,"Yes, it's a great way.","Yes, but it's pretty lame.",No.,,3579,O,,opinion
q81420,Would you mind if your significant other fantasizes about other people while having sex with you?,Yes.,No.,"Maybe, it depends on who they are thinking about.",,14606,O,"2, 3, 1",sex/intimacy
q81589,"If a significant other decided s/he wanted to have or adopt six children with you, would this be okay?",Yes.,No.,"Possibly, depending on the situation.",,11541,O,"2, 3, 1",descriptive; preference
q81807,"If a partner asked you to have sex in a sex shop booth with others watching, would you?",Yes.,No.,Maybe.,,17829,O,"2, 3, 1",sex/intimacy
q81913,"If OkCupid allowed full nudity in user pictures, would you be more or less likely to communicate with people who upload nude images of themselves?",More likely.,It would make no difference.,Less likely.,,9291,O,,descriptive
q82128,"In general, how relaxed are you on a first date?",First dates make me nervous.,Maybe a few butterflies.,No worries.,,22235,O,,descriptive
q82428,"When taking a cab, do you like talking to the driver?",Yes.,No.,I'm not sure.,,11315,O,"2, 3, 1",descriptive
q82512,Do you like to listen to audiobooks?,Yes.,No.,I've never tried them.,,10125,O,,descriptive
q82566,Do you like coffee?,Yes.  I need it to function.,"Yes, but I can do without it.",No.,,28548,O,,descriptive
q82585,Are you living a life that is in harmony with your beliefs?,"Yes, completely.","Yes, to some extent.","No, not at all.",,3916,O,,religion/superstition
q82618,Would you consider dating someone who restricts their diet based on religious beliefs?,"Yes, to each their own.","Yes, but only if consistent with my beliefs.",No.,,4270,O,,religion/superstition
q82669,"If you were married and your spouse was deformed in a car accident or fire, would you stay with them?",Yes.,No.,I don't know.,,3147,O,"2, 3, 1",descriptive
q82826,"Would you consider dating someone who suffers from some sort of sexual dysfunction, but who still enjoys other sorts of sexual activity using hands/mouth/whatever?",Yes.,No.,"Possibly, depending on the specifics.",,4375,O,"2, 3, 1",sex/intimacy
q83007,"Would you be comfortable being a step mom or dad, if you thought the person you're dating was marriage worthy at this time?",Yes.,No.,"Maybe, depending on the children.",,4606,O,"2, 3, 1",preference
q83507,"While evaluating someone you are dating, do you find yourself placing much importance on how good of a parent you think they'll make?",Yes.,No.,Just a little.,,6029,O,"2, 3, 1",descriptive
q83656,"If everyone on Earth stopped drinking alcohol, would this make the world a better place?",Yes.,No.,I'm not sure.,,2672,O,"2, 3, 1",opinion
q83730,Do you know how to swim?,Yes,No,I am a swimmer,,1526,O,"2, 3, 1",descriptive
q83841,Do you enjoy taking pictures of yourself?,Yes.,No.,I'm not sure.,,11544,O,"2, 3, 1",descriptive
q84136,"Would you have sex with someone who has very unusual physical features, just for the novelty of doing it with them?",Yes.,No.,"Maybe, depending on what the unusual features are.",,4795,O,"2, 3, 1",sex/intimacy
q84282,Which best characterizes your reaction upon finding out that a mate or potential mate is skilled at a computer programming language?,Positive.,Negative.,Neutral.,,3620,O,"2, 3, 1",preference; descriptive; technology
q84366,"Suppose a close friend's partner is very attractive and thinks you're attractive, too. If you could enjoy a few hours of sex with them and your friend would never find out about it, would you do it?",Yes.,No.,Maybe.,,21912,O,"2, 3, 1",sex/intimacy
q84696,Have you ever had a 'full body' orgasm?,Yes.,No.,I'm not sure.,,15320,O,"2, 3, 1",sex/intimacy
q84917,"If you had children, would you be willing to support a significant other who stays home to raise them?",Yes.,No.,"Maybe, depending upon the circumstances.",,3608,O,"2, 3, 1",descriptive
q85158,Would you support a system that would allow people to be free to live and work in any country in the world regardless of their citizenship or nation of birth?,Yes.,No.,I'm not sure.,,2382,O,"2, 3, 1",politics
q85327,Do you listen to podcasts?,"Yes, frequently.","Yes, once in a while.",No.,,11537,O,,descriptive; technology
q85478,Should machines that demonstrate human or higher levels of intelligence be granted legal rights?,Yes.,No.,I'm not sure.,,2954,O,"2, 3, 1",politics; opinion; technology
q85706,"If you were in a committed long-term relationship and met someone you feel an even stronger attraction to, which would you do?","Continue current relationship, ignore attraction.",Explore both relationships simultaneously.,End the old relationship and pursue the new one.,,14792,O,,descriptive
q85773,"If an acquaintance mentioned something negative about a person you just met who otherwise seemed nice, how open would you be to give the person you just met a chance?",Very open.,"Somewhat open, I'd be very cautious.",There would be no chance for this person.,,5965,O,,descriptive
q85954,"In terms of animal rights, do you believe that all species should be equally protected by law?",Yes.,"No, some species have more rights than others.","No, animal rights should not be protected at all.",,6508,O,,politics
q86049,How easily are you offended?,Very easily.,Somewhat easily.,Not very easily.,,22427,O,,descriptive
q86184,Do you keep your sexual exploits private?,"Yes, always.","No, I am an open book.",Sometimes.,,27490,O,"2, 3, 1",sex/intimacy; descriptive
q86210,"If you had the 'hots' for someone and found out that he/she was just bouncing back from a string of bad luck in life, would you still seek interest in him/her?",Yes.,No.,"Maybe, depending upon the situation.",,2511,O,"2, 3, 1",preference
q86215,"Which is more effective, militant action or peaceful protest?",Militant action.,Peaceful protest.,It depends upon the situation.,,2655,O,"2, 3, 1",politics; opinion
q86275,"When you go out for dinner, which best describes the type of establishments you visit the most?",Fast Food.,Casual Dining.,Fine Dining.,,17016,O,,descriptive
q86283,"Would you continue to date someone who repeatedly farts whenever they feel like it, no matter where they are or who is around?","Yes, this wouldn't bother me.","Yes, we can turn farting into a shared hobby!",No.,,3215,O,"3, 1, 2",preference
q86318,Do you now live in the same city or town as the one which you resided primarily in between the ages of eleven and eighteen?,"Yes, I live in that same city now.","No, I live in a completely different place.","No, but I live in a nearby city (",,13601,O,"2, 3, 1",descriptive
q86366,Could you have respect for someone after having sex with them on the first meeting/date?,Yes.,No.,"Maybe, depending upon the circumstances.",,34988,O,"2, 3, 1",sex/intimacy; descriptive
q86397,Would you pick up a hitchhiker?,Yes.,No.,Maybe under special circumstances.,,6229,O,"2, 3, 1",descriptive
q86462,Would you consider dating a single parent who is the only parent involved in any way in the child's life?,Yes.,No.,Only if they didn't expect me to be a parent.,,3669,O,"2, 3, 1",descriptive
q86515,Do you enjoy conversation during breakfast?,Yes.,No.,Sometimes.,,21375,O,"2, 3, 1",descriptive
q86734,You've been having absolutely amazing chats with someone who doesn't have a picture up. Then they propose that you meet and send you a picture of themselves which you consider unattractive. You:,"Block/ignore them, it's for the best.",Politely tell them you're not interested anymore.,"Meet them anyway, see where it goes.",,4680,O,,preference
q86761,"Would you consider dating someone who conducts important medical research, but the research causes pain to laboratory animals?",Yes.,No.,"Maybe, depending upon the specifics.",,3631,O,"2, 3, 1",politics; preference
q91207,"Homosexuality is illegal in many countries, with penalties including fines, imprisonment, flogging, and death. Do you feel homosexuality should be illegal in your own country?",YES- homosexuality should be against the law.,NO- homosexuality should be legal.,I'm Not Sure,,174,O,"2, 3, 1",politics; religion/superstition
q140080,Is abortion okay if a woman is raped?,Yes,No,I can't decide,,306,O,"2, 3, 1",politics; religion/superstition
q218620,Do you believe that the Bible should be taken literally?,"Yes, it is the word of God",No,"No,  it is a collection of myths written by humans",,201,O,,religion/superstition
q416235,Do you like watching foreign movies with subtitles?,Yes,No,Can't answer without a subtitle,,20364,O,"3, 1, 2",descriptive
q416236,How do you feel about documentaries?,Yay!,Okay,NO.,,43521,O,,descriptive
q461422,Would you buy your partner perfume or cologne as a gift?,"Yes, a scent I love.","Yes, a scent that they love.","No, I wouldn't give it as a gift.",,13212,O,"(1, 2), 3",preference; descriptive
q461423,Is it possible for your partner to reveal too much information?,"Yes, I prefer a little bit of mystery.","Maybe, I want to know all the important stuff.","No, I want to know everything... especially the provocative stuff.",,11854,O,,preference; opinion
